A1,A2,A3,A4,A5,A6,A7
0.0,-0.013002851544937775,0.0,-0.08235139311793924,0.0,0.06501425772468887,0.0
0.0,-0.013179486292001375,0.0,-0.08347007984934204,0.0,0.06589743146000689,0.0
0.0,-0.013357504139423815,0.0,-0.08459752621635083,0.0,0.06678752069711907,0.0
0.0,-0.013536906556804625,0.0,-0.08573374152642929,0.0,0.06768453278402313,0.0
0.0,-0.013717694968225117,0.0,-0.08687873479875907,0.0,0.06858847484112558,0.0
0.0,-0.01389987075237712,0.0,-0.0880325147650551,0.0,0.06949935376188561,0.0
0.0,-0.014083435242691773,0.0,-0.08919508987038123,0.0,0.07041717621345886,0.0
0.0,-0.014268389727468241,0.0,-0.09036646827396552,0.0,0.0713419486373412,0.0
0.0,-0.01445473545000253,0.0,-0.09154665785001602,0.0,0.07227367725001266,0.0
0.0,-0.01464247360871623,0.0,-0.09273566618853613,0.0,0.07321236804358115,0.0
0.0,-0.014831605357285275,0.0,-0.09393350059614008,0.0,0.07415802678642638,0.0
0.0,-0.015022131804768711,0.0,-0.09514016809686851,0.0,0.07511065902384356,0.0
0.0,-0.015214054015737465,0.0,-0.09635567543300395,0.0,0.07607027007868733,0.0
0.0,-0.015407373010403107,0.0,-0.09758002906588634,0.0,0.07703686505201554,0.0
0.0,-0.015602089764746618,0.0,-0.09881323517672858,0.0,0.07801044882373309,0.0
0.0,-0.015798205210647138,0.0,-0.10005529966743186,0.0,0.07899102605323569,0.0
0.0,-0.01599572023601075,0.0,-0.10130622816140142,0.0,0.07997860118005376,0.0
0.0,-0.016194635684899254,0.0,-0.10256602600436193,0.0,0.08097317842449626,0.0
0.0,-0.016394952357658876,0.0,-0.10383469826517289,0.0,0.08197476178829438,0.0
0.0,-0.016596671011049106,0.0,-0.10511224973664435,0.0,0.08298335505524554,0.0
0.0,-0.016799792358371417,0.0,-0.10639868493635231,0.0,0.08399896179185709,0.0
0.0,-0.017004317069598048,0.0,-0.1076940081074543,0.0,0.08502158534799024,0.0
0.0,-0.017210245771500734,0.0,-0.10899822321950466,0.0,0.08605122885750367,0.0
0.0,-0.017417579047779526,0.0,-0.11031133396927031,0.0,0.08708789523889762,0.0
0.0,-0.017626317439191512,0.0,-0.11163334378154624,0.0,0.08813158719595755,0.0
0.0,-0.01783646144367961,0.0,-0.11296425580997085,0.0,0.08918230721839804,0.0
0.0,-0.01804801151650129,0.0,-0.11430407293784149,0.0,0.09024005758250643,0.0
0.0,-0.018260968070357396,0.0,-0.11565279777893017,0.0,0.09130484035178697,0.0
0.0,-0.018475331475520874,0.0,-0.11701043267829886,0.0,0.09237665737760437,0.0
0.0,-0.018691102059965548,0.0,-0.11837697971311513,0.0,0.09345551029982774,0.0
0.0,-0.018908280109494857,0.0,-0.11975244069346742,0.0,0.09454140054747429,0.0
0.0,-0.019126865867870664,0.0,-0.12113681716318087,0.0,0.09563432933935331,0.0
0.0,-0.019346859536942,0.0,-0.12253011040063266,0.0,0.09673429768471001,0.0
0.0,-0.01956826127677383,0.0,-0.12393232141956759,0.0,0.09784130638386915,0.0
0.0,-0.019791071205775786,0.0,-0.1253434509699133,0.0,0.09895535602887894,0.0
0.0,-0.020015289400831,0.0,-0.12676349953859634,0.0,0.100076447004155,0.0
0.0,-0.020240915897424806,0.0,-0.1281924673503571,0.0,0.10120457948712404,0.0
0.0,-0.020467950689773536,0.0,-0.12963035436856574,0.0,0.10233975344886768,0.0
0.0,-0.020696393730953267,0.0,-0.13107716029603736,0.0,0.10348196865476633,0.0
0.0,-0.02092624493302861,0.0,-0.13253288457584786,0.0,0.10463122466514305,0.0
0.0,-0.021157504167181453,0.0,-0.1339975263921492,0.0,0.10578752083590727,0.0
0.0,-0.021390171263839713,0.0,-0.13547108467098487,0.0,0.10695085631919858,0.0
0.0,-0.021624246012806148,0.0,-0.1369535580811056,0.0,0.10812123006403074,0.0
0.0,-0.021859728163387073,0.0,-0.1384449450347848,0.0,0.10929864081693537,0.0
0.0,-0.02209661742452116,0.0,-0.139945243688634,0.0,0.1104830871226058,0.0
0.0,-0.022334913464908165,0.0,-0.14145445194441839,0.0,0.11167456732454083,0.0
0.0,-0.022574615913137724,0.0,-0.14297256744987225,0.0,0.11287307956568862,0.0
0.0,-0.022815724357818118,0.0,-0.14449958759951476,0.0,0.11407862178909059,0.0
0.0,-0.023058238347705026,0.0,-0.14603550953546515,0.0,0.11529119173852512,0.0
0.0,-0.023302157391830253,0.0,-0.14758033014825828,0.0,0.11651078695915128,0.0
0.0,-0.023547480959630582,0.0,-0.14913404607766037,0.0,0.11773740479815292,0.0
0.0,-0.02379420848107646,0.0,-0.15069665371348426,0.0,0.11897104240538231,0.0
0.0,-0.024042339346800806,0.0,-0.1522681491964051,0.0,0.12021169673400403,0.0
0.0,-0.024291872908227735,0.0,-0.15384852841877567,0.0,0.12145936454113868,0.0
0.0,-0.02454280847770137,0.0,-0.15543778702544203,0.0,0.12271404238850686,0.0
0.0,-0.024795145328614585,0.0,-0.15703592041455902,0.0,0.12397572664307291,0.0
0.0,-0.02504888269553776,0.0,-0.15864292373840583,0.0,0.1252444134776888,0.0
0.0,-0.025304019774347545,0.0,-0.16025879190420111,0.0,0.1265200988717377,0.0
0.0,-0.025560555722355646,0.0,-0.1618835195749191,0.0,0.12780277861177822,0.0
0.0,-0.02581848965843759,0.0,-0.16351710117010473,0.0,0.12909244829218794,0.0
0.0,-0.026077820663161437,0.0,-0.1651595308666891,0.0,0.13038910331580716,0.0
0.0,-0.026338547778916616,0.0,-0.1668108025998052,0.0,0.13169273889458308,0.0
0.0,-0.026600670010042654,0.0,-0.16847091006360349,0.0,0.13300335005021327,0.0
0.0,-0.026864186322957943,0.0,-0.17013984671206697,0.0,0.13432093161478972,0.0
0.0,-0.027129095646288487,0.0,-0.17181760575982707,0.0,0.13564547823144243,0.0
0.0,-0.0273953968709967,0.0,-0.1735041801829791,0.0,0.1369769843549835,0.0
0.0,-0.027663088850510158,0.0,-0.17519956271989767,0.0,0.1383154442525508,0.0
0.0,-0.027932170400850366,0.0,-0.17690374587205232,0.0,0.13966085200425182,0.0
0.0,-0.028202640300761486,0.0,-0.17861672190482275,0.0,0.14101320150380742,0.0
0.0,-0.028474497291839162,0.0,-0.1803384828483147,0.0,0.1423724864591958,0.0
0.0,-0.028747740078659247,0.0,-0.18206902049817522,0.0,0.14373870039329623,0.0
0.0,-0.029022367328906576,0.0,-0.18380832641640832,0.0,0.1451118366445329,0.0
0.0,-0.02929837767350373,0.0,-0.18555639193219028,0.0,0.14649188836751864,0.0
0.0,-0.02957576970673979,0.0,-0.18731320814268534,0.0,0.14787884853369895,0.0
0.0,-0.029854541986399127,0.0,-0.18907876591386114,0.0,0.14927270993199562,0.0
0.0,-0.030134693033890148,0.0,-0.19085305588130427,0.0,0.15067346516945074,0.0
0.0,-0.030416221334374056,0.0,-0.19263606845103567,0.0,0.15208110667187028,0.0
0.0,-0.030699125336893614,0.0,-0.19442779380032624,0.0,0.15349562668446806,0.0
0.0,-0.030983403454501957,0.0,-0.19622822187851238,0.0,0.15491701727250978,0.0
0.0,-0.03126905406439126,0.0,-0.19803734240781135,0.0,0.15634527032195633,0.0
0.0,-0.03155607550802164,0.0,-0.19985514488413708,0.0,0.1577803775401082,0.0
0.0,-0.03184446609124973,0.0,-0.201681618577915,0.0,0.15922233045624867,0.0
0.0,-0.03213422408445765,0.0,-0.20351675253489843,0.0,0.16067112042228823,0.0
0.0,-0.032425347722681616,0.0,-0.20536053557698358,0.0,0.1621267386134081,0.0
0.0,-0.03271783520574081,0.0,-0.2072129563030251,0.0,0.16358917602870404,0.0
0.0,-0.033011684698366066,0.0,-0.20907400308965174,0.0,0.16505842349183034,0.0
0.0,-0.03330689433032866,0.0,-0.2109436640920815,0.0,0.1665344716516433,0.0
0.0,-0.033603462196569095,0.0,-0.21282192724493762,0.0,0.16801731098284547,0.0
0.0,-0.0339013863573259,0.0,-0.21470878026306403,0.0,0.16950693178662948,0.0
0.0,-0.03420066483826423,0.0,-0.21660421064234014,0.0,0.17100332419132117,0.0
0.0,-0.03450129563060484,0.0,-0.2185082056604973,0.0,0.1725064781530242,0.0
0.0,-0.03480327669125274,0.0,-0.22042075237793401,0.0,0.1740163834562637,0.0
0.0,-0.035106605942925945,0.0,-0.222341837638531,0.0,0.17553302971462972,0.0
0.0,-0.03541128127428429,0.0,-0.22427144807046717,0.0,0.17705640637142145,0.0
0.0,-0.0357173005400582,0.0,-0.22620957008703524,0.0,0.17858650270029097,0.0
0.0,-0.03602466156117737,0.0,-0.22815618988745665,0.0,0.18012330780588684,0.0
0.0,-0.03633336212489965,0.0,-0.23011129345769776,0.0,0.18166681062449824,0.0
0.0,-0.03664339998493967,0.0,-0.23207486657128457,0.0,0.18321699992469834,0.0
0.0,-0.03695477286159776,0.0,-0.23404689479011914,0.0,0.18477386430798878,0.0
0.0,-0.0372674784418886,0.0,-0.2360273634652945,0.0,0.186337392209443,0.0
0.0,-0.03758151437967003,0.0,-0.23801625773791016,0.0,0.1879075718983501,0.0
0.0,-0.03789687829577179,0.0,-0.24001356253988798,0.0,0.18948439147885895,0.0
